,NewsContent,author,publishedDate,title
10," April 18 (Reuters) - Air Canada  said on Thursday it was using the down time with its pilots who fly Boeing Co's  MAX planes to review various aircraft systems, alternative flight conditions on the aircraft type and maintain their qualifications. ""We will decide on further training once definitive recommendations from regulators are available and communicated,"" a company spokeswoman said in a statement.   April 18 (Reuters) - Air Canada  said on Thursday it was using the down time with its pilots who fly Boeing Co's  MAX planes to review various aircraft systems, alternative flight conditions on the aircraft type and maintain their qualifications.",,"April 18, 2019, 04:31:00 PM EDT",Air Canada to review aircraft systems on Boeing's MAX
11,"Top Tech Stocks MSFT +1.26% AAPL +0.35% IBM +0.75% CSCO +0.04% GOOG -0.13% Technology stocks were rising Thursday afternoon, with the shares of tech stocks in the S&P 500 rising over 0.2% in value although the Philadelphia Semiconductor Index still was falling less than 0.1%. Among technology stocks moving on news: (-) Check Point Software Technologies ( CHKP  ) fell 7.5% this afternoon. The IT security company late Wednesday reported non-GAAP Q1 net income of $1.32 per share on $471.8 million in revenue. Analysts, on average, were expecting a $1.31 per share adjusted profit on $471.2 million in net sales. In other sector news: (+) Wipro Ltd ( WIT  ) was more than 3% higher after the Indian technology consulting company said its board of directors Tuesday authorized the repurchase of up to 323 million of its equity shares up to INR105 billion, or about $1.5 billion (+) Medidata ( MDSO  ) climbed 3.5% after Guggenheim began coverage of the cloud-based services company with a buy rating and a $92 price target. (-) Atlassian ( TEAM  ) dropped 8% after the software company projected non-IFRS fiscal Q4 net income of about $0.16 per share, trailing the Capital IQ consensus by $0.03 per share.",MT Newswires,"April 18, 2019, 04:02:26 PM EDT","Technology Sector Update for 04/18/2019: CHKP,WIT,MDSO,TEAM"
12," SAO PAULO, April 18 (Reuters) - John Rodgerson, chief executive of Brazilian carrier Azul SA , told a news conference on Thursday that the airline is no longer bidding for routes operated by Avianca Brasil, which filed for bankruptcy protection in December. In March, Azul unveiled a nonbinding agreement worth $105 million to buy certain assets of Avianca.",,"April 18, 2019, 02:58:00 PM EDT",Azul no longer bidding for Avianca Brasil's routes
13," RIO DE JANEIRO, April 18 (Reuters) - Brazilian President Jair Bolsonaro said on Thursday that he had ""initial sympathy"" toward the idea of privatizing state-run oil company Petroleo Brasileiro SA , a comment that gave the company's shares a minor jolt. Bolsonaro made the comment to national broadcaster GloboNews at an event in Sao Paulo. On Wednesday, Economy Minister Paulo Guedes said in an interview that Bolsonaro was no closer to agreeing to a privatization of Petrobras, as the company is known. In recent days, government officials and Petrobras executives have sought to reassure investors that the company is completely free of government interference after Petrobras canceled a diesel price hike on Friday at the behest of the government.",,"April 18, 2019, 02:33:00 PM EDT",Brazil's Bolsonaro voices 'sympathy' toward Petrobras privatization
14,"Top Tech Stocks MSFT +1.11% AAPL +0.36% IBM +0.55% CSCO +0.04% GOOG -0.01% Technology stocks were climbing Thursday afternoon, with the shares of tech companies in the S&P 500 rising 0.1% in value while the Philadelphia Semiconductor Index was also up 0.1%. Among technology stocks moving on news: (+) Wipro Ltd ( WIT  ) was 3.5% higher Thursday. The Indian technology consulting company said its board of directors Tuesday authorized the repurchase of up to 323 million of its shares up to a maximum of INR105 billion, or about $1.5 billion. In other sector news: (+) Medidata ( MDSO  ) climbed 3% after Guggenheim began coverage of the cloud-based services company with a buy rating and a $92 price target. (-) Atlassian ( TEAM  ) dropped 9% after the software company projected non-IFRS fiscal Q4 net income of about $0.16 per share, trailing the Capital IQ consensus by $0.03 per share.",MT Newswires,"April 18, 2019, 02:09:46 PM EDT","Technology Sector Update for 04/18/2019: WIT,MDSO,TEAM"
15," April 18 (Reuters) - South Korean automaker Hyundai Motor Co  on Thursday named former Nissan executive Jose Munoz as its global chief operating officer. Munoz, who will take charge on May 1, has also been named president and chief executive officer of Hyundai Motor North America and Hyundai Motor America. Previously, Munoz, 53, was Nissan Motor Co's  chief performance officer and head of its China operations. Munoz resigned from Nissan in January, further rattling the Japanese automaker's management team amid the investigation into ousted Chairman Carlos Ghosn's alleged financial misconduct. Widely considered as a close ally of Ghosn and a potential successor to lead the automaking partnership between Nissan and France'sRenault SA , Munoz had been a ""person of interest"" in Nissan's widening internal investigation.",,"April 18, 2019, 02:06:00 PM EDT",Hyundai Motor names former Nissan executive Jose Munoz as COO
16,"Shares of the social pinning service      Pinterest    closed at $24.45 - 28.6% above their IPO price - on the company's   first day at the New York Stock Exchange Thursday as investors   were looking to get in on the latest tech listing.  Pinterest    's shares opened at $23.75, 25% above the IPO pricing of $19 per   share, with the stock trading under the PINS symbol. The public   offering helped the company raise around $1.4 billion. Thursday's   closing share price values Pinterest close to $12.9 billion. Pinterest revealed in regulatory filings that it has 250   million monthly active users, which puts it behind Twitter (321   million monthly users) and Instagram (1 billion monthly users).   The company generated revenue of $756 million in 2018, and   incurred net losses of $63 million.makeArticleAd(); The company used much of its IPO filings to differentiate   itself from existing social networks, writing: ""Pinterest is   unique. Most consumer internet companies are either tools   (search, ecommerce) or media (newsfeeds, video, social networks).   Pinterest is not a pure media channel, nor is it a pure   utility."" ""It's a media-rich utility that satisfies both emotional and   functional needs by solving a widespread consumer problem that is   unaddressed by many other platforms,"" the filing continued. ""We   call it discovery."" Despite that insistence that its focus on visual discovery   sets it apart from other social platforms, it's clear that   Pinterest actually has a lot in common with social media   companies like Facebook. This includes a focus on advertising as   its primary source of revenue, as well as a desire to grow video   on its platform to scale that advertising revenue. The   IPO prospectus    filing includes multiple mentions of plans to ""develop and   increase the use of certain products, such as video."" The   document also lays out risk factors specific to a video   expansion, including a lack of net neutrality protections and   other issues that could impede mobile video growth.  Update: 1:05pm PT:    This post was updated with Pinterest's share price at the close   or markets.  Related stories  Pinterest Max-Width Video Ad Format Attracts       Paramount's 'Mission: Impossible -- Fallout'   Snapchat User Base to Surpass Twitter,       Pinterest in U.S. This Year (Study) Shares of the social pinning service      Pinterest    closed at $24.45 - 28.6% above their IPO price - on the company's   first day at the New York Stock Exchange Thursday as investors   were looking to get in on the latest tech listing. Pinterest    's shares opened at $23.75, 25% above the IPO pricing of $19 per   share, with the stock trading under the PINS symbol. The public   offering helped the company raise around $1.4 billion. Thursday's   closing share price values Pinterest close to $12.9 billion. Pinterest revealed in regulatory filings that it has 250   million monthly active users, which puts it behind Twitter (321   million monthly users) and Instagram (1 billion monthly users).   The company generated revenue of $756 million in 2018, and   incurred net losses of $63 million. The company used much of its IPO filings to differentiate   itself from existing social networks, writing: ""Pinterest is   unique. Most consumer internet companies are either tools   (search, ecommerce) or media (newsfeeds, video, social networks).   Pinterest is not a pure media channel, nor is it a pure   utility."" ""It's a media-rich utility that satisfies both emotional and   functional needs by solving a widespread consumer problem that is   unaddressed by many other platforms,"" the filing continued. ""We   call it discovery."" Despite that insistence that its focus on visual discovery   sets it apart from other social platforms, it's clear that   Pinterest actually has a lot in common with social media   companies like Facebook. This includes a focus on advertising as   its primary source of revenue, as well as a desire to grow video   on its platform to scale that advertising revenue. The   IPO prospectus    filing includes multiple mentions of plans to ""develop and   increase the use of certain products, such as video."" The   document also lays out risk factors specific to a video   expansion, including a lack of net neutrality protections and   other issues that could impede mobile video growth. Update: 1:05pm PT:    This post was updated with Pinterest's share price at the close   or markets. Related stories  Pinterest Max-Width Video Ad Format Attracts       Paramount's 'Mission: Impossible -- Fallout'   Snapchat User Base to Surpass Twitter,       Pinterest in U.S. This Year (Study) Related stories Pinterest Max-Width Video Ad Format Attracts       Paramount's 'Mission: Impossible -- Fallout' Snapchat User Base to Surpass Twitter,       Pinterest in U.S. This Year (Study)",Variety,"April 18, 2019, 01:20:03 PM EDT",Pinterest Shares Up Close to 29% on IPO Day
17," By Nandita Bose WASHINGTON, April 18 (Reuters) - The U.S. Department of Agriculture on Thursday said it has launched a pilot program in New York that allows consumers dependant on food stamps to use them to buy groceries online, a move that is likely to boost sales at retailers like Walmart Inc  and Amazon.com Inc . Both companies are participating in the initial pilot launch with Wakefern Food Corp'sShopRite supermarket chain expected to join the program early next week, the USDA said. Walmart will offer the service in upstate New York, while ShopRite and Amazon will service the New York City area. ""People who receive SNAP benefits should have the opportunity to shop for food the same way more and more Americans shop for food - by ordering and paying for groceries online,"" U.S. Secretary of Agriculture Sonny Perdue said in a statement. Walmart, the world's largest retailer, already has 40 stores in other parts of the country that allow shoppers to pay for groceries ordered online using food stamps. The new program will expand to Alabama, Iowa, Maryland, Nebraska, New Jersey, Oregon and Washington, and additional  retailers are expected to take part, the USDA said. Walmart spokeswoman Molly Blakeman said the company has nearly 275 stores that offer grocery pickup in the nine states eligible for the pilot. Amazon, the world's largest online retailer, in a blog post on Thursday said New York customers can shop on AmazonFresh and Prime Pantry without requiring a membership fee. ""Amazon believes the program will dramatically increase access to food for more remote customers and help to mitigate the public health crisis of food deserts,"" the retailer said.",,"April 18, 2019, 12:56:00 PM EDT",U.S. pilot program allows online grocery shopping with food stamps
18," InvestorPlace - Stock Market News, Stock Advice & Trading Tips There are two pieces of very good news this week if you are an Apple (NASDAQ: AAPL ) investor worried slumping iPhone sales could get even worse. The first was a dramatic end to the Qualcomm (NASDAQ: QCOM ) lawsuit, saving the day for the prospect of 5G iPhones next year. The second had nothing to do with Apple, but it's sure taking some pressure off AAPL's incremental approach to smartphone design. Samsung's new $1,980 Galaxy Fold smartphone was released to reviewers this week and quickly ran into a storm of negative press. The smartphone with the futuristic new folding screen has suffered catastrophic failure for multiple high profile journalists.  Depending on how this plays out, Samsung's growing PR problem is likely to be good news for Apple stock. At the end of February, Samsung made a big splash with the announcement of the Galaxy Fold. The company's new flagship smartphone featured a futuristic Infinity Flex folding display that transformed it from a phone to a 7.3-inch tablet. Launching on April 26, the radical new smartphone would be priced starting at a whopping $1,980. It would also be the first folding smartphone to be widely commercially available in the U.S. China's Huawei has also announced a folding smartphone - but the company lacks an American presence. So far, so good for Samsung. The company was in the spotlight once again, smartphones were cool once again (after a year where global smartphone sales had been sliding), and Samsung was looking like the industry design and engineering leader - after years of being pegged as an iPhone copycat . Then the Galaxy Fold review units went out. Within a day, the reports of broken displays began to arrive. The Verge's Dieter Bohn reported his review unit's folding display developed a bulge then its OLED display failed after just one day of use . Bloomberg's Mark Gurman posted that his Galaxy Fold was "" completely broken and unusable just two days in. "" Again it was a failure of the folding display. CNBC's review attempt ended when the Galaxy Fold they were given was "" completely unusable after just two days of use. "" And there were more. It's possible the reviewers all received phones from an initial batch that suffered a manufacturing defect. It's also possible that Samsung's folding screen design is flawed and not ready for prime time. Samsung issued a terse statement to The Verge : ""A limited number of early Galaxy Fold samples were provided to media for review. We have received a few reports regarding the main display on the samples provided. We will thoroughly inspect these units in person to determine the cause of the matter. Separately, a few reviewers reported having removed the top layer of the display causing damage to the screen. The main display on the Galaxy Fold features a top protective layer, which is part of the display structure designed to protect the screen from unintended scratches. Removing the protective layer or adding adhesives to the main display may cause damage. We will ensure this information is clearly delivered to our customers.""  Company representatives also told The Verge they plan to continue with the Galaxy Fold's April 26 U.S. launch. For Samsung, this is bad news. Comparisons have already been made to the Galaxy Note 7 disaster of 2016 that decimated the company's smartphone profits and allowed Apple to surpass Samsung as the world's top-selling smartphone maker - at least for one quarter . It's not on the same level in the sense that the Galaxy Fold screen break isn't a safety issue, but at $1,980 a pop and with pre-orders selling out almost immediately , the company is facing a big PR issue and the possibility of a release delay (or a recall if it goes ahead as planned) while it investigates what's going wrong. For Apple, the very public and very rapid failure of multiple Galaxy Fold review units is nothing but good news. Apple stock has been under pressure from slowing iPhone sales. And with rivals like Samsung and Huawei showing off radical new folding smartphone flagships this year, AAPL's iPhones were looking far from exciting. If the initial Galaxy Fold failures develop into a full-scale debacle, the lack of its own folding smartphone at this time will turn from Apple falling behind , to Apple avoiding gimmicks and sticking with solid, proven engineering. Incremental design updates may be boring, but quality and reliability is something that Apple can leverage as it works to boost iPhone sales. As of this writing, Brad Moon did not hold a position in any of the aforementioned securitie s. The post The Reviews of Samsung's Galaxy Fold Are Great News … For Apple appeared first on InvestorPlace . ",InvestorPlace Media,"April 18, 2019, 10:45:35 AM EDT",The Reviews of Samsung’s Galaxy Fold Are Great News … For Apple
19,"Amazon    and   Google    have finally made peace: The two companies have agreed to bring   their video services to each other's devices in the coming   months. At that point, Fire TV users will be able to access the   official      YouTube    app, and      Chromecast    and Android TV users will finally be able to watch   Amazon    Video. The agreement follows a year of negotiations to end a   multi-year conflict over Amazon's refusal to sell   Chromecast    devices, and   Google    's blocking of   YouTube    on Amazon's Fire TV platform. ""We are excited to work with Amazon to launch the official   YouTube apps on Fire TV devices worldwide,"" said YouTube's global   head of product partnerships Heather Rivera in a joint statement.   ""Bringing our flagship YouTube experience to Amazon Fire TV gives   our users even more ways to watch the videos and creators they   love.""makeArticleAd(); ""We're excited to bring the Prime Video app to Chromecast and   Android TV devices, and to give our customers convenient access   to the shows and movies they love,"" added Amazon Prime Video head   of worldwide business development Andrew Bennett. YouTube's app will be fully integrated on Fire TVs, which   includes voice control via Alexa. Google will also be bringing   its YouTube Kids and YouTube TV apps to Amazon's smart TV   platform. However, at least for now, users won't be able to sign   up for YouTube's paid services on Amazon devices. Instead,   they'll have to go to YouTube's website to subscribe to YouTube   TV and other subscription services. The agreement effectively ends a long-running conflict between   YouTube and Amazon, which began all the way back in late 2015,   when Amazon stopped selling Google's Chromecast streaming adapter   on its web store. At the time, Amazon justified the move with the   argument that its own video services weren't available on   Chromecast. However, Google countered that it was Amazon's choice   to withhold its service from the device. The conflict intensified when Amazon released its Echo Show   smart display device in 2017. The device initially featured a   customized YouTube integration, which   Google quickly blocked    . Amazon developed a work-around for that block, which Google   promptly disabled as well. At the time, Google further escalated   the conflict, and also   began blocking YouTube on Amazon's Fire TV   devices.  Amazon eventually instituted another work-around that is based   on simply launching a YouTube web interface on a TV-optimized   browser. That integration is still working today, but doesn't   offer full voice control and other features available via a   native app integration. In December, the two companies signaled that they were close   to a break-through, and   Amazon actually began stocking Google's   Chromecast again.  It's worth noting that this week's agreement doesn't include a   native YouTube app for the Echo Show.   Variety    has been told that this isn't actually due to commercial   disagreements - YouTube simply hasn't built a full-featured app   for these kinds of devices yet. The YouTube integration on the   company's own Google Home Hub display is instead based on   Google's Chromecast technology. Amazon Video also won't be entirely new to all of Google's   Android TV user base. Nvidia's Shield Android TV streamer as well   as Sony-made smart TVs have already had an Amazon Video app for   some time. The same app will now officially be released on the   Play Store for Android TV, allowing owners of other Android TV   devices to download and use it as well.  Related stories  Vlambeer's Co-Founder Explains How Mobile       Games Market is Broken   Jen MacLean Named Head of Worldwide Business       Development at Amazon Amazon    and   Google    have finally made peace: The two companies have agreed to bring   their video services to each other's devices in the coming   months. At that point, Fire TV users will be able to access the   official      YouTube    app, and      Chromecast    and Android TV users will finally be able to watch   Amazon    Video. The agreement follows a year of negotiations to end a   multi-year conflict over Amazon's refusal to sell   Chromecast    devices, and   Google    's blocking of   YouTube    on Amazon's Fire TV platform. ""We are excited to work with Amazon to launch the official   YouTube apps on Fire TV devices worldwide,"" said YouTube's global   head of product partnerships Heather Rivera in a joint statement.   ""Bringing our flagship YouTube experience to Amazon Fire TV gives   our users even more ways to watch the videos and creators they   love."" ""We're excited to bring the Prime Video app to Chromecast and   Android TV devices, and to give our customers convenient access   to the shows and movies they love,"" added Amazon Prime Video head   of worldwide business development Andrew Bennett. YouTube's app will be fully integrated on Fire TVs, which   includes voice control via Alexa. Google will also be bringing   its YouTube Kids and YouTube TV apps to Amazon's smart TV   platform. However, at least for now, users won't be able to sign   up for YouTube's paid services on Amazon devices. Instead,   they'll have to go to YouTube's website to subscribe to YouTube   TV and other subscription services. The agreement effectively ends a long-running conflict between   YouTube and Amazon, which began all the way back in late 2015,   when Amazon stopped selling Google's Chromecast streaming adapter   on its web store. At the time, Amazon justified the move with the   argument that its own video services weren't available on   Chromecast. However, Google countered that it was Amazon's choice   to withhold its service from the device. The conflict intensified when Amazon released its Echo Show   smart display device in 2017. The device initially featured a   customized YouTube integration, which   Google quickly blocked    . Amazon developed a work-around for that block, which Google   promptly disabled as well. At the time, Google further escalated   the conflict, and also   began blocking YouTube on Amazon's Fire TV   devices. Amazon eventually instituted another work-around that is based   on simply launching a YouTube web interface on a TV-optimized   browser. That integration is still working today, but doesn't   offer full voice control and other features available via a   native app integration. In December, the two companies signaled that they were close   to a break-through, and   Amazon actually began stocking Google's   Chromecast again. It's worth noting that this week's agreement doesn't include a   native YouTube app for the Echo Show.   Variety    has been told that this isn't actually due to commercial   disagreements - YouTube simply hasn't built a full-featured app   for these kinds of devices yet. The YouTube integration on the   company's own Google Home Hub display is instead based on   Google's Chromecast technology. Amazon Video also won't be entirely new to all of Google's   Android TV user base. Nvidia's Shield Android TV streamer as well   as Sony-made smart TVs have already had an Amazon Video app for   some time. The same app will now officially be released on the   Play Store for Android TV, allowing owners of other Android TV   devices to download and use it as well. Related stories  Vlambeer's Co-Founder Explains How Mobile       Games Market is Broken   Jen MacLean Named Head of Worldwide Business       Development at Amazon Related stories Vlambeer's Co-Founder Explains How Mobile       Games Market is Broken Jen MacLean Named Head of Worldwide Business       Development at Amazon",Variety,"April 18, 2019, 09:00:44 AM EDT","Fire TV Gets Official YouTube App, Amazon Video Goes Live on Google Devices"
